Week Start,Week End,GRIPCA,RMFG,COG,Total
2026-02-23T00:00:00,2026-03-01T00:00:00,,1889.0,354.0,2243
2026-03-02T00:00:00,2026-03-08T00:00:00,,,,0
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,,1.0,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,2.0,,2
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,2.0,,2
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,2.0,,2
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,,1.0,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,1.0,2
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
2025-12-22T00:00:00,2025-12-28T00:00:00,,1.0,,1
